,Reviews,Size,Price,Last.Updated,Minimum.Android.Version,install,Content,Cluster,TOPSIS Score,Rank
0,0.001952921,0.028300031,0.088443547,0.593466852,0.236324728,0.000576531,0.0063897,1,0.9055836,1
1,0.006717724,0.020252762,3.13E-15,0.091008976,0.40645732,0.002108731,0.796848678,2,0.2283158,2
2,0.032828965,0.051655958,0.02214141,0.075020229,0.439849212,0.024683383,0.059428014,3,0.1016394,4
3,0.002388889,0.024213744,0.519407492,0.067434114,0.435372215,0.00015804,1.35E-17,4,0.1733587,3
