"Category","Reviews","Installs","Size","Price","Content.Rating"
2,24,13,47,34,2
2,71,7,166,34,2
2,74874,1,194,34,2
2,6697,7,68,34,2
2,3499,7,56,34,2
2,23,10,87,34,2
3,1264,7,118,34,2
3,164,4,122,34,2
3,3016,7,68,34,2
3,1234,16,44,34,2
3,283,4,25,34,2
3,828,4,47,34,2
3,17,10,79,34,2
3,17,2,102,34,2
2,189,4,22,34,2
2,28,8,42,34,2
2,239,13,17,34,2
2,728,4,40,34,2
3,21,2,194,34,2
3,1,5,194,34,2
2,5633,7,194,34,2
3,30,4,194,34,2
2,768,4,20,20,2
2,305,4,47,21,2
3,686,4,81,34,2
2,1385,7,41,34,2
2,2287,7,120,34,5
2,1517,7,86,34,2
2,1995,16,18,34,2
2,6,10,38,34,2
3,1532,7,44,34,2
2,127,13,18,34,2
2,28,4,16,34,2
2,495,7,32,34,2
2,1156,7,18,34,2
2,13,2,17,34,2
2,1044,13,180,34,2
2,6,10,16,34,2
2,86,13,18,34,2
3,2402,7,100,34,2
3,14897,1,194,34,5
3,14882,1,56,34,3
2,19087,1,116,34,2
2,17293,1,194,34,2
3,202,13,50,34,2
3,612,7,17,34,2
2,304,10,32,34,2
2,2438,7,80,34,2
2,6656,1,38,34,2
3,440,4,91,34,2
2,260,4,25,34,2
2,1319,13,64,34,2
3,959,7,109,34,2
2,4239,13,49,34,2
1,4,18,13,35,1
2,9087,13,22,23,2
2,110,2,61,34,2
3,1023,7,172,34,2
3,13,2,48,29,2
3,8,17,144,14,2
2,2387,7,57,34,2
3,9415,16,47,34,2
2,4177,7,20,34,2
2,3201,7,42,34,2
2,2398,7,27,34,2
2,4709,16,194,34,2
2,1418,7,194,34,2
3,156,2,40,13,2
3,223,4,44,14,2
2,12927,1,49,34,2
2,290,13,120,34,2
2,8,2,32,34,2
2,38,10,92,34,2
2,14163,16,160,34,2
2,196,7,124,34,2
2,44722,1,194,34,2
2,1370,13,115,34,2
3,6546,7,42,34,2
2,13692,1,74,34,2
2,6105,16,31,34,2
2,43773,1,56,34,2
2,340580,3,118,34,2
2,246914,3,194,34,2
2,2481,4,102,21,2
3,965,7,105,34,2
2,5,14,25,1,2
3,684,7,120,34,2
3,1070,13,194,13,2
2,254,13,16,34,2
2,1840,7,194,34,2
2,124030,3,78,34,2
2,3896,1,56,34,2
2,353,13,194,34,2
2,86,10,52,34,2
2,2118,7,110,34,2
2,1773,13,44,34,2
2,23,8,110,26,2
2,40619,16,194,34,2
2,174,4,145,34,2
2,193,4,105,34,2
2,1193,7,194,34,2
2,147,13,34,34,2
2,2538,7,183,34,2
3,2311,7,176,34,2
3,331,4,74,34,2
3,15,2,47,13,2
3,271,7,48,34,2
3,31,2,77,13,2
3,102,4,81,34,2
3,6,2,8,34,2
3,118,4,31,34,2
3,471,7,105,34,2
3,359,4,16,34,2
2,50,10,194,34,2
3,6499,1,102,34,3
2,15885,7,194,1,2
3,1,8,86,34,2
2,53,4,116,34,2
2,1098,7,25,34,2
2,2604,7,75,34,2
2,23,2,74,4,2
3,16,2,46,34,2
2,51,4,69,34,2
3,81927,1,22,34,2
3,15,10,46,34,2
2,42,10,41,34,2
3,732,7,29,34,2
2,3778,1,68,34,2
2,15,2,40,34,2
2,268,7,30,34,2
3,435,4,95,34,2
2,681,13,16,34,2
3,25326,16,163,34,2
3,62,2,48,34,2
3,1178,7,126,34,2
2,27289,1,185,34,2
2,2957,7,38,34,2
2,2350,16,17,34,2
2,21186,16,83,34,2
3,201,7,97,34,2
2,45,4,18,34,2
3,14,2,94,34,2
3,6394,7,35,34,2
2,376,7,138,34,2
2,3522,7,84,34,2
2,1509,4,174,1,2
3,99,13,31,34,2
2,6020,16,105,34,2
3,78137,1,78,34,2
3,48,4,91,34,2
3,4,8,121,32,2
3,19,10,185,34,2
3,14,4,127,34,2
2,1240,7,79,34,2
3,451,13,73,34,2
3,11,5,56,7,2
3,1572,7,18,34,2
3,175,2,53,13,2
3,25,2,2,4,2
3,120,4,194,34,2
3,228,7,30,34,2
2,1074,7,53,34,2
2,3308,16,16,34,2
3,3329,7,44,34,2
2,161,4,56,34,2
3,16553,1,49,34,2
3,77521,1,23,34,2
3,9913,1,75,34,2
3,33739,1,65,34,2
3,18,10,117,34,2
3,254,7,81,34,2
3,15,10,39,34,2
3,57,4,81,34,2
3,2004,7,132,34,2
3,1,8,22,34,2
2,41612,1,194,34,2
3,68,10,29,34,2
2,6868,16,126,34,2
3,3165,7,18,34,2
2,156,4,38,34,2
2,483,4,47,34,2
3,1167,7,15,34,2
2,299,4,54,34,2
2,114,4,145,34,2
3,2,2,175,34,2
2,17,2,82,34,2
2,6990,16,24,34,2
2,46,2,36,34,2
2,7806,7,61,34,2
3,56,4,189,34,2
3,56,10,25,34,2
3,68,10,96,34,5
3,882,7,39,34,2
3,43,4,53,34,2
2,1073,7,48,34,2
2,11367,16,194,34,2
2,34708,1,179,34,5
2,132,13,104,34,2
2,28906,1,19,34,2
2,19683,1,194,34,2
3,132,4,66,34,2
3,34,2,85,34,2
3,795,10,194,17,2
3,139,4,19,34,2
2,141,4,52,34,2
3,5,8,47,21,2
3,92,4,28,34,2
3,16,10,144,34,2
2,553,4,83,34,2
2,144,4,30,34,2
2,541,7,194,34,5
3,1,8,22,34,2
3,214,4,92,34,2
3,96,4,61,34,2
2,2395,7,137,34,2
2,341452,9,194,34,2
2,2665,7,55,34,2
2,101694,1,23,34,2
3,1,2,47,34,2
2,37,4,183,34,2
2,19686,1,147,34,5
2,406,4,40,34,2
2,2881,7,175,34,2
2,131,13,17,34,2
3,51,4,38,34,3
3,2,8,19,23,2
3,12,2,38,34,3
3,9,2,39,34,3
2,12,2,58,34,2
2,85082,3,17,34,2
2,8666,7,117,34,2
2,297,13,120,34,2
2,543,7,89,34,2
2,59,2,50,34,2
2,98,4,70,34,2
2,63,4,32,34,2
2,82,4,87,34,2
2,829,16,25,34,2
2,918,7,86,34,2
2,4240,7,22,34,2
2,34,2,70,34,2
2,1088,7,40,34,2
2,17,10,58,34,2
2,1442,7,194,34,2
3,11,8,125,4,2
2,9,8,27,34,2
3,75,2,18,34,2
2,1457,7,77,34,2
2,1389,7,57,34,2
2,547,2,194,13,2
2,366,4,64,34,2
3,43476,1,52,34,2
3,3507,7,16,34,2
2,41,4,18,34,2
2,4,8,17,1,2
2,11,2,56,34,2
2,22522,16,40,34,2
2,1999,7,153,34,2
3,15,10,126,34,2
2,15,2,55,34,2
2,467,7,39,34,2
2,45482,1,89,34,2
3,6874,7,94,34,2
2,26,10,160,34,2
2,962,7,15,34,2
2,62,10,194,16,2
2,50,4,100,34,2
2,881,7,11,34,2
2,1688,13,10,34,2
2,1575,13,11,34,2
2,1817,7,185,34,2
2,160889,3,130,34,2
2,214,4,67,3,2
2,11,2,67,3,2
2,23,2,67,3,2
2,2085,7,19,34,2
2,63661,9,194,34,2
3,111,4,7,2,2
2,10410,1,86,34,2
2,5671,1,116,34,2
2,25121,1,150,34,2
2,6775,1,70,34,2
2,7922,16,110,34,2
2,8223,1,194,34,2
2,1564,7,73,34,2
2,7335,7,22,34,2
2,27961,1,135,34,2
3,11,2,38,34,3
3,2,8,39,34,3
3,22,10,23,34,2
3,8162,16,70,34,2
3,2141,7,88,34,2
2,2581,13,62,4,2
2,126,13,44,34,2
2,1791,7,171,34,2
2,18091,1,190,34,2
2,144,4,93,34,2
2,770,7,25,34,2
2,2104,13,110,34,2
2,1338,7,39,34,2
2,3029,7,126,34,4
2,25,2,36,34,2
3,2799,16,7,34,2
3,109,4,38,34,2
3,5,17,96,34,2
2,56,4,58,34,2
2,3963,1,74,34,2
3,916,13,125,34,2
2,8116,1,17,34,2
2,5853,7,194,34,2
2,376,7,159,34,2
3,23,17,92,14,2
2,420,7,9,34,2
2,161,4,16,34,2
3,349,4,14,34,2
3,5,10,79,34,2
3,17,17,14,10,2
3,23,17,158,34,2
3,4,2,80,34,2
3,3,2,69,34,2
3,46,10,55,34,5
3,6,17,88,32,2
3,107,4,164,34,2
2,10,4,16,34,2
2,10668,16,27,13,2
2,349,4,49,34,2
2,3347,7,107,34,2
2,45,4,61,34,2
3,72,4,128,34,2
2,57700,1,83,34,2
2,55808,1,80,34,2
2,492,13,76,34,2
2,5984,1,12,34,2
3,75,4,53,34,2
3,23,2,64,34,2
3,4,8,19,15,2
3,23,2,53,34,2
3,22,10,53,34,2
2,20341,1,33,34,2
2,7393,16,54,34,2
2,667452,15,156,34,2
2,220,13,40,34,2
3,187,4,102,34,2
2,1152,7,22,34,2
3,1671,7,56,34,2
2,203,4,91,34,2
2,285,13,57,34,2
2,112,2,94,34,2
2,3,8,82,34,2
3,4231,7,22,34,2
2,922,7,115,34,2
2,2406,16,27,34,2
2,31161,1,70,34,2
3,3390,13,29,34,2
2,15942,1,194,34,2
2,486,4,93,34,2
2,148695,9,194,34,2
2,200924,3,194,34,2
2,3287,7,30,34,2
3,1323,7,17,34,2
3,4722,7,116,34,2
2,94,4,150,34,2
3,1893,7,49,34,2
2,2441,7,39,34,2
2,9,2,82,34,2
2,54135,1,32,34,2
2,571,4,125,34,2
2,128,4,194,34,2
3,28,2,53,34,2
3,94,4,84,34,2
3,21,10,99,34,3
3,98,13,54,34,2
2,15,2,65,34,2
2,3,2,27,34,2
2,281,4,44,34,2
2,42,4,168,34,2
2,6629,16,194,34,2
2,822,7,20,34,2
2,652,4,22,34,2
3,11,2,82,34,2
3,2,2,11,34,3
3,7116,16,194,34,2
3,12397,16,79,34,2
3,30,2,25,34,2
2,529,7,180,34,2
2,187,4,145,34,2
2,1300,13,170,34,2
2,1052,4,97,34,2
3,350,4,56,34,2
3,553,13,54,34,2
2,483,7,143,34,2
2,15,2,70,34,2
3,3,8,91,34,2
2,2425,7,16,34,2
2,938,13,155,34,2
2,15,4,17,34,2
2,4724,7,16,34,2
3,1,8,187,32,2
3,4,8,143,2,2
3,16,8,64,30,2
3,9,8,41,8,2
2,24,2,15,34,2
3,1158,7,180,34,2
2,288,13,110,34,2
2,6,17,139,34,2
3,361,13,54,34,2
2,7,8,22,34,2
2,1861,7,47,34,2
2,422,4,52,34,2
2,46,4,112,34,2
2,200,4,76,34,2
3,4,8,92,34,2
2,173,4,19,34,2
3,62320,9,62,34,3
3,716,7,186,34,3
3,507,13,183,34,3
2,6116,7,61,34,2
2,5514,16,38,34,2
3,76316,1,17,34,2
3,13396,7,17,34,2
2,785,7,62,34,2
2,1313,7,86,34,2
2,1,5,166,34,2
2,59,4,145,34,2
2,26849,1,194,34,2
2,5188,16,39,34,2
2,3809,16,84,34,2
2,434,13,104,17,2
3,27,10,115,34,2
2,304,13,90,34,2
2,228,13,46,34,2
3,2276,7,111,34,5
2,386,4,30,34,2
2,1044,10,35,2,2
3,636,4,161,17,2
3,1,11,138,34,2
3,574,4,84,34,2
3,132,10,68,16,2
3,27,10,165,34,2
3,62,4,118,34,2
3,2034,7,46,34,2
2,197,7,38,34,2
2,5302,16,48,34,2
2,2,8,70,34,2
2,1378,7,20,34,2
2,43,10,32,28,2
2,8,8,99,4,2
3,7,8,39,34,2
2,287,4,160,34,2
3,16,2,5,17,2
2,28718,16,160,34,2
2,2531,13,50,34,2
2,20,2,35,34,2
2,46,4,23,34,2
2,521,13,107,34,2
2,16,10,142,34,2
2,1,5,83,34,2
3,143,4,22,34,2
3,88,4,20,34,2
2,72,4,160,34,2
2,1006,7,158,34,2
2,51,4,16,34,2
2,35,4,142,34,2
2,651,13,62,34,2
2,33,4,157,34,2
2,192,13,145,34,2
3,40,10,15,34,2
3,22,2,74,12,2
2,19783,1,139,34,2
2,1,17,16,1,2
2,13252,16,62,34,2
2,167,4,28,34,2
2,189,13,126,34,2
2,965,7,109,34,2
2,7,2,37,34,2
3,965,7,194,34,2
2,67,4,16,34,2
2,436,7,145,34,2
2,209,4,23,34,2
2,42,10,91,34,2
2,4503,7,68,34,5
2,3825,7,194,34,2
2,7,14,160,2,2
2,908,4,19,34,2
3,9122,16,42,34,2
2,28667,1,82,34,2
2,23668,1,31,34,2
2,69,2,29,34,2
3,67,4,44,34,2
3,226,7,30,34,2
2,25633,1,68,34,2
2,16,10,127,34,2
3,47,10,28,34,2
3,20,2,44,34,2
3,524,7,25,34,2
2,10,8,184,34,2
3,2,8,53,34,2
3,921,7,41,34,2
2,15,10,105,34,2
3,5619,7,167,34,3
2,20,2,44,34,2
3,15,2,42,34,2
3,5,2,98,34,2
3,168,2,42,18,2
3,7,2,105,34,2
2,16,2,107,34,2
2,3,8,123,34,2
2,9,2,145,34,2
3,311,7,37,34,2
2,79,4,79,34,2
2,319,4,73,34,2
3,1852,7,23,34,2
3,8392,7,145,34,5
3,8,2,16,34,2
2,172,13,76,34,2
3,3936,7,76,34,2
2,96049,1,194,34,2
3,606,13,64,34,5
2,66,4,16,34,2
2,46871,9,15,34,2
2,7003,7,141,34,2
2,3228,13,145,34,2
2,19327,16,20,34,2
2,2440,13,160,34,2
2,10107,7,140,34,2
2,12197,16,151,34,5
2,460,7,16,34,2
2,1046,7,39,34,5
2,1834,7,77,34,2
3,11,17,85,21,2
2,542,7,181,34,2
2,48,4,22,34,2
2,24,10,122,34,2
2,8,8,110,23,2
2,479,7,125,34,2
3,8,2,39,34,2
3,1,5,182,34,2
3,9,2,62,34,2
3,2,8,126,34,2
3,3,2,91,34,2
3,4,2,18,34,2
3,81,10,73,34,2
3,546,7,65,34,2
3,29,10,93,34,2
3,208,4,68,34,2
3,5,17,93,34,2
3,113,4,73,34,2
2,8587,16,15,34,2
2,132,4,33,34,2
2,168,10,7,1,2
2,71,4,30,34,2
2,3193,7,186,34,2
2,22,4,143,34,2
3,1,8,180,34,2
2,1097,13,40,34,2
3,11916,1,110,34,2
3,6,8,25,7,2
2,249,4,17,34,2
3,19,8,112,13,2
2,102,4,22,34,2
2,46,4,27,34,2
2,64,4,23,34,2
2,47,4,23,34,2
2,1723,16,194,34,2
2,10,2,27,34,2
2,15467,1,194,34,2
2,2714,16,141,34,2
2,13007,16,117,34,2
2,894,13,163,34,2
2,12664,1,41,34,2
2,10,17,89,34,2
2,113,4,49,34,2
2,13,10,41,34,2
3,50,2,18,13,2
3,121,2,44,12,2
2,6,8,18,17,2
2,1310,13,122,34,2
2,6654,7,42,34,2
2,176,4,17,34,2
3,2,14,34,4,2
3,19,2,84,9,2
3,27,2,20,21,2
2,748,7,170,34,2
2,2040,7,40,34,2
3,431,7,80,34,2
3,2,2,194,34,2
2,226,4,109,34,2
2,1359,7,15,34,2
3,483,4,35,34,2
3,2161,13,46,34,2
2,4862,7,17,34,2
2,17224,16,159,34,2
3,28,2,38,34,2
3,79,4,20,34,2
2,78,4,58,34,2
2,2,8,55,34,2
2,1,5,7,34,2
2,1,8,46,34,2
2,2,8,46,34,2
2,10,2,19,34,2
2,52,10,184,34,2
2,40,10,61,34,2
2,78,10,22,34,2
2,44,10,83,34,2
