"","Reviews","Size","Price","Last.Updated","Minimum.Android.Version","install","Content"
"362",14163,8.3,0,34,4,500000,0
"363",196,6.7,0,36,4,100000,0
"364",44722,25.2706629055007,0,33,4.14285714285714,1000000,0
"365",1370,58,0,41,6,50000,0
"366",13692,38,0,41,4,1000000,0
"367",6105,2.3,0,32,4,500000,0
"368",43773,3.6,0,33,4,1000000,0
"369",340580,6.1,0,34,4,10000000,0
"370",246914,25.2706629055007,0,35,4.14285714285714,10000000,0
"371",2481,5.6,4.99,34,5,10000,0
"372",5,18,0.99,39,4,50,0
"373",254,11,0,35,5,50000,0
"374",1840,25.2706629055007,0,34,4.14285714285714,100000,0
"375",124030,4.2,0,34,5,10000000,0
"376",3896,3.6,0,34,4,1000000,0
"377",353,25.2706629055007,0,32,4.14285714285714,50000,0
"378",86,3.2,0,62,4,5000,0
"379",2118,53,0,34,4,100000,0
"380",1773,25,0,34,4,50000,0
"381",23,53,6.99,43,4,100,0
"382",40619,25.2706629055007,0,33,4,500000,0
"383",174,7.9,0,33,4,10000,0
"384",193,5.9,0,33,4,10000,0
"385",1193,25.2706629055007,0,33,4.14285714285714,100000,0
"386",147,2.6,0,34,4,50000,0
"387",2538,9.5,0,35,4,100000,0
"388",50,25.2706629055007,0,40,4.14285714285714,5000,0
"389",15885,25.2706629055007,0.99,39,4.14285714285714,100000,0
"390",53,59,0,33,5,10000,0
"391",1098,18,0,37,4,100000,0
"392",2604,39,0,34,6,100000,0
"393",23,38,1.99,67,4,1000,0
"394",51,35,0,57,4,10000,0
"395",42,23,0,60,4,5000,0
"396",3778,34,0,55,4,1000000,0
"397",15,22,0,37,6,1000,0
"398",268,2.2,0,59,4,100000,0
"399",681,11,0,32,5,50000,0
"400",27289,9.8,0,33,4,1000000,0
"401",2957,20,0,33,4,100000,0
"402",2350,12,0,33,5,500000,0
"403",21186,4.7,0,34,4,500000,0
"404",45,13,0,63,4,10000,0
"405",376,7.1,0,40,5,100000,0
"406",3522,4.8,0,32,4,100000,0
"407",1509,86,0.99,44,4,10000,0
"408",6020,5.9,0,34,5,500000,0
"409",1240,4.3,0,40,4,100000,0
"410",1074,3.3,0,32,4,100000,0
"411",3308,11,0,61,1,500000,0
"412",161,3.6,0,32,5,10000,0
"413",41612,25.2706629055007,0,42,4.14285714285714,1000000,0
"414",6868,6.9,0,34,4,500000,0
"415",156,20,0,42,2,10000,0
"416",483,27,0,34,4,10000,0
"417",299,3.4,0,36,4,10000,0
"418",114,7.9,0,42,4,10000,0
"419",17,4.6,0,34,4,1000,0
"420",6990,186,0,34,4,500000,0
"421",46,2.8,0,69,4,1000,0
"422",7806,30,0,32,5,100000,0
"423",1073,28,0,34,4,100000,0
"424",11367,25.2706629055007,0,33,4.14285714285714,500000,0
"425",34708,9.1,0,33,4,1000000,1
"426",132,5.8,0,33,4,50000,0
"427",28906,14,0,33,4,1000000,0
"428",19683,25.2706629055007,0,33,4.14285714285714,1000000,0
"429",141,3.2,0,33,4,10000,0
"430",553,4.7,0,32,4,10000,0
"431",144,2.2,0,33,4,10000,0
"432",541,25.2706629055007,0,33,4.14285714285714,100000,1
"433",2395,7,0,39,4,100000,0
"434",341452,25.2706629055007,0,36,4.14285714285714,5000000,0
"435",2665,3.5,0,34,5,100000,0
"436",101694,17,0,33,4,1000000,0
"437",37,9.5,0,38,4,10000,0
"438",19686,71,0,35,4,1000000,1
"439",406,22,0,33,5,10000,0
"440",2881,87,0,36,4,100000,0
"441",131,12,0,35,4,50000,0
"442",12,3.8,0,41,4,1000,0
"443",85082,12,0,36,4,10000000,0
"444",8666,6,0,33,4,100000,0
"445",297,6.3,0,64,4,50000,0
"446",543,43,0,34,6,100000,0
"447",59,3,0,36,4,1000,0
"448",98,36,0,34,5,10000,0
"449",63,2.4,0,37,6,10000,0
"450",82,41,0,33,5,10000,0
"451",829,18,0,32,5,500000,0
"452",918,40,0,36,5,100000,0
"453",4240,16,0,33,4,100000,0
"454",34,36,0,33,4,1000,0
"455",1088,22,0,38,4,100000,0
"456",17,3.8,0,37,4,5000,0
"457",1442,25.2706629055007,0,35,4.14285714285714,100000,0
"458",9,19,0,34,5,100,0
"459",1457,4.1,0,37,4,100000,0
"460",1389,3.7,0,34,4,100000,0
"461",547,25.2706629055007,2.99,38,4.14285714285714,1000,0
"462",366,32,0,33,5,10000,0
"463",41,13,0,33,4,10000,0
"464",4,12,0.99,45,4,100,0
"465",11,3.6,0,37,4,1000,0
"466",22522,22,0,32,4,500000,0
"467",1999,76,0,32,4,100000,0
"468",15,3.5,0,46,4,1000,0
"469",467,21,0,32,5,100000,0
"470",45482,43,0,35,4,1000000,0
"471",26,8.3,0,35,4,5000,0
"472",962,10,0,34,4,100000,0
"473",62,25.2706629055007,3.49,35,4.14285714285714,5000,0
"474",50,5.4,0,47,4,10000,0
"475",881,1.9,0,36,4,100000,0
"476",1688,1.8,0,38,4,50000,0
"477",1575,1.9,0,36,4,50000,0
"478",1817,9.8,0,55,4,100000,0
"479",160889,63,0,33,4,10000000,0
"480",214,34,1.59,96,2,10000,0
"481",11,34,1.59,96,2,1000,0
"482",23,34,1.59,96,2,1000,0
"483",2085,14,0,48,4,100000,0
"484",63661,25.2706629055007,0,33,4.14285714285714,5000000,0
"485",10410,40,0,32,4,1000000,0
"486",5671,59,0,32,4,1000000,0
"487",25121,74,0,32,4,1000000,0
"488",6775,36,0,32,4,1000000,0
"489",7922,53,0,32,4,500000,0
"490",8223,25.2706629055007,0,47,4,1000000,0
"491",1564,37,0,35,5,100000,0
"492",7335,16,0,33,4,100000,0
"493",27961,68,0,33,5,1000000,0
"494",2581,31,1.99,34,4,50000,0
"495",126,25,0,32,4,50000,0
"496",1791,84,0,33,6,100000,0
"497",18091,95,0,34,6,1000000,0
"498",144,47,0,33,6,10000,0
"499",770,18,0,35,5,100000,0
"500",2104,53,0,33,5,50000,0
"501",1338,21,0,33,4,100000,0
"502",3029,6.9,0,47,2,100000,3
"503",25,2.8,0,34,4,1000,0
"504",56,3.8,0,37,4,10000,0
"505",3963,38,0,35,4,1000000,0
"506",8116,12,0,34,4,1000000,0
"507",5853,25.2706629055007,0,33,4.14285714285714,100000,0
"508",376,8.2,0,36,4,100000,0
"509",420,1.7,0,34,4,100000,0
"510",161,11,0,32,4,10000,0
"511",10,11,0,35,5,10000,0
"512",10668,19,2.99,38,4,500000,0
"513",349,29,0,34,4,10000,0
"514",3347,51,0,33,5,100000,0
"515",45,30,0,35,5,10000,0
"516",57700,4.7,0,35,4,1000000,0
"517",55808,4.4,0,34,4,1000000,0
"518",492,4,0,38,4,50000,0
"519",5984,10,0,35,4,1000000,0
"520",20341,2.5,0,32,4,1000000,0
"521",7393,3.4,0,32,4,500000,0
"522",667452,79,0,33,5,500000000,0
"523",220,22,0,39,4,50000,0
"524",1152,16,0,38,4,100000,0
"525",203,45,0,33,4,10000,0
"526",285,3.7,0,34,4,50000,0
"527",112,48,0,35,5,1000,0
"528",3,4.6,0,38,4,100,0
"529",922,58,0,34,5,100000,0
"530",2406,19,0,37,4,500000,0
"531",31161,36,0,50,4,1000000,0
"532",15942,25.2706629055007,0,33,4.14285714285714,1000000,0
"533",486,47,0,41,5,10000,0
"534",148695,25.2706629055007,0,41,4.14285714285714,5000000,0
"535",200924,25.2706629055007,0,47,4.14285714285714,10000000,0
"536",3287,2.2,0,34,5,100000,0
"537",94,74,0,34,5,10000,0
"538",2441,21,0,34,4,100000,0
"539",9,4.6,0,50,4,1000,0
"540",54135,2.4,0,32,4,1000000,0
"541",571,6.8,0,32,4,10000,0
"542",128,25.2706629055007,0,33,4,10000,0
"543",15,33,0,46,2,1000,0
"544",3,19,0,35,6,1000,0
"545",281,25,0,37,4,10000,0
"546",42,81,0,38,4,10000,0
"547",6629,25.2706629055007,0,36,4.14285714285714,500000,0
"548",822,15,0,33,4,100000,0
"549",652,16,0,33,4,10000,0
"550",529,9.2,0,33,4,100000,0
"551",187,7.9,0,35,4,10000,0
"552",1300,83,0,32,4,50000,0
"553",1052,5.1,0,44,4,10000,0
"554",483,7.7,0,35,4,100000,0
"555",15,36,0,35,4,1000,0
"556",2425,11,0,33,4,100000,0
"557",938,78,0,33,6,50000,0
"558",15,12,0,34,4,10000,0
"559",4724,11,0,33,4,100000,0
"560",24,10,0,36,4,1000,0
"561",288,53,0,33,4,50000,0
"562",6,7.2,0,34,4,500,0
"563",7,16,0,39,4,100,0
"564",1861,27,0,33,4,100000,0
"565",422,3.2,0,33,4,10000,0
"566",46,55,0,39,4,10000,0
"567",200,4,0,55,4,10000,0
"568",173,14,0,34,5,10000,0
"569",6116,30,0,35,4,100000,0
"570",5514,20,0,35,4,500000,0
"571",785,31,0,33,4,100000,0
"572",1313,40,0,33,4,100000,0
"573",1,8.9,0,35,5,10,0
"574",59,7.9,0,35,4,10000,0
"575",26849,25.2706629055007,0,32,4,1000000,0
"576",5188,21,0,35,4,500000,0
"577",3809,4.8,0,33,5,500000,0
"578",434,5.8,3.99,32,2,50000,0
"579",304,44,0,41,4,50000,0
"580",228,26,0,33,5,50000,0
"581",386,2.2,0,33,4,10000,0
"582",1044,2.7,1.49,34,4,5000,0
"583",197,20,0,33,4,100000,0
"584",5302,28,0,33,4,500000,0
"585",2,36,0,34,4,100,0
"586",1378,15,0,34,4,100000,0
"587",43,2.4,7.99,40,4,5000,0
"588",8,5.3,1.99,33,5,100,0
"589",287,8.3,0,34,4,10000,0
"590",28718,8.3,0,33,4,500000,0
"591",2531,3,0,34,4,50000,0
"592",20,2.7,0,36,4,1000,0
"593",46,17,0,38,4,10000,0
"594",521,51,0,38,4,50000,0
"595",16,7.5,0,40,4,5000,0
"596",1,4.7,0,35,4,10,0
"597",72,8.3,0,36,4,10000,0
"598",1006,8.1,0,36,4,100000,0
"599",51,11,0,34,4,10000,0
"600",35,7.5,0,35,4,10000,0
"601",651,31,0,33,4,50000,0
"602",33,8,0,41,4,10000,0
"603",192,7.9,0,35,4,50000,0
"604",19783,7.2,0,32,4,1000000,0
"605",1,11,0.99,45,4,500,0
"606",13252,31,0,33,4,500000,0
"607",167,2,0,65,2,10000,0
"608",189,6.9,0,37,4,50000,0
"609",965,52,0,32,5,100000,0
"610",7,2.9,0,42,5,1000,0
"611",67,11,0,32,4,10000,0
"612",436,7.9,0,35,4,100000,0
"613",209,17,0,33,4,10000,0
"614",42,45,0,33,4,5000,0
"615",4503,34,0,74,4,100000,1
"616",3825,25.2706629055007,0,34,4.14285714285714,100000,0
"617",7,8.3,1.49,33,4,50,0
"618",908,14,0,35,5,10000,0
"619",28667,4.6,0,49,3,1000000,0
"620",23668,2.3,0,55,4,1000000,0
"621",69,2.1,0,35,5,1000,0
"622",25633,34,0,36,4,1000000,0
"623",16,60,0,38,4,5000,0
"624",10,9.7,0,33,5,100,0
"625",15,5.9,0,41,4,5000,0
"626",20,25,0,35,4,1000,0
"627",16,51,0,35,4,1000,0
"628",3,6.6,0,36,4,100,0
"629",9,7.9,0,37,4,1000,0
"630",79,4.3,0,47,2,10000,0
"631",319,37,0,45,5,10000,0
"632",172,4,0,43,4,50000,0
"633",96049,25.2706629055007,0,34,5,1000000,0
"634",66,11,0,33,4,10000,0
"635",46871,10,0,35,4,5000000,0
"636",7003,7.4,0,39,4,100000,0
"637",3228,7.9,0,39,4,50000,0
"638",19327,15,0,37,4,500000,0
"639",2440,8.3,0,39,4,50000,0
"640",10107,7.3,0,39,4,100000,0
"641",12197,75,0,33,4,500000,1
"642",460,11,0,57,2,100000,0
"643",1046,21,0,32,4,100000,1
"644",1834,4.1,0,33,4,100000,0
"645",542,9.3,0,34,4,100000,0
"646",48,16,0,35,4,10000,0
"647",24,6.5,0,37,4,5000,0
"648",8,53,5.99,36,4,100,0
"649",479,6.8,0,35,5,100000,0
"650",8587,10,0,34,4,500000,0
"651",132,2.5,0,38,4,10000,0
"652",168,1.5,0.99,33,4,5000,0
"653",71,2.2,0,36,4,10000,0
"654",3193,9.9,0,34,4,100000,0
"655",22,7.7,0,41,4,10000,0
"656",1097,22,0,36,4,50000,0
"657",249,12,0,39,4,10000,0
"658",102,16,0,35,4,10000,0
"659",46,19,0,35,4,10000,0
