"Reviews","Size","Price","Last.Updated","Minimum.Android.Version","install","Content"
0.0014255233003863,0.00998524452679239,5.8062352043817e-63,0.0684953356607258,0.42857142859231,0.000517408829803242,5.79572350529098e-88
0.000209708034072483,0.0077504368388338,2.45650497657213e-81,0.054794525536296,0.429330334710844,0.000244934035846508,3.18398149211557e-133
0.00253884896658358,0.0102461870232481,1.0251649440079e-101,0.0411641086894103,0.428571428575475,0.00162139026349923,1.63184924168046e-163
0.00170028768696631,0.0102411496286242,9.02955550888411e-87,0.0273972602739962,0.428571428571438,0.000525914245909487,0
0.00156774073206785,0.0120192416148966,9.93818703956187e-173,0.0136986301369862,0.42857142857143,0.000545503321743123,0
0.00218615181131968,0.0372521881407249,9.98953412442142e-216,0.0083598976483482,0.428571429431692,0.00156153420480843,0
0.00141272194196916,0.0859536027614791,1.16710450162892e-263,0.0158897678589061,0.428571439543366,0.000585987710435952,0
0.00536032940931265,0.596326983162969,8.18547978434921e-179,0.193046406142823,0.428690376338887,0.00113563280647481,0
0.000865655398792185,0.0110051920642413,7.04072707312446e-55,0.082191779863001,0.428571425636084,0.00100706848148715,1.50060503807774e-77
0.000366888083670139,0.0103000082711258,1.51063967974478e-67,0.100723171167486,0.42953553176588,0.000197900735418141,1.88786537498743e-128
0.00664906670108933,0.03089439122441,4.53705157482206e-66,0.0773733131675074,0.433253783887118,0.00281213446285666,2.00117488510029e-168
0.00146330158004149,0.0345668004627713,1.01682459262828e-48,0.0361575068761543,0.430186046601801,0.000615073581707179,7.74396608581872e-194
0.00591808303603332,0.0257328422496208,6.70367566892839e-48,0.0132194135474652,0.448979370972462,0.0028203284060598,0
0.00232355274200061,0.00777206364252,1.75671594454662e-62,9.68041919496783e-08,0.428571502583226,0.000773958471174099,0
0.0665056953877894,0.0208205374532749,1.59967794154115e-87,0.0260816750218495,0.4416568168964,0.0188178172002113,0
0.0351379407576885,0.0579671546870113,1.98036410144763e-171,0.0142135141188962,0.429181306011352,0.0543453945733118,0
0.00746524251500862,0.0142161772136852,1.53143367913648e-30,0.0628991294724123,0.340698395679428,0.00181791784919699,4.31548896908842e-90
0.00494287640495959,0.013389661021413,2.34208771411548e-42,0.125930536859737,0.430140028977417,0.00157545474302372,4.46389891013551e-141
0.00478086393009391,0.0517429490309469,1.03298411694887e-07,0.113970963873793,0.428574482775331,0.00167357298734832,2.57398502261942e-149
0.000748152755727961,0.0804548608491379,0.000525584652187334,0.0806328199701755,0.42854589961158,0.000208113952993024,3.8253723171366e-226
0.00614808198343678,0.0158237603336389,0.0472577194690718,0.0207870825466448,0.426405356899985,0.00241920683279867,0
0.0295211630259867,0.0185493685967392,0.00140509756056141,0.013886269772017,0.436251868066954,0.0134166782869632,0
0.132600252499762,0.0213193943056869,7.34345775356791e-25,0.0140649550964161,0.438920013569496,0.026352356667426,0
0.429475140833925,0.0430232843053371,9.4919529882881e-118,0.0107738461293869,0.486531258542811,0.386900707696834,0
0.000738660362374906,0.022413203750936,4.32447768211293e-17,0.121727453055289,0.143022578415496,0.000267884203173191,1.42981490446249e-41
0.00311763117959774,0.0194857394867676,1.14818061170491e-28,0.143843212469686,0.3850572396808,0.00134308743210944,2.2758513915574e-73
0.0016505042726225,0.010811287055402,1.77956128149803e-07,0.158779459309893,0.430764166831845,0.00108185335512146,3.12991691027184e-104
0.00290332316424984,0.024706573576321,0.031600859822055,0.146233955141968,0.431248772034111,0.00131105764577338,2.19016675919276e-90
0.000913707377543979,0.0284157525428109,0.238300822502398,0.0528777461633663,0.430822505839445,0.000124455021189667,0
0.000915626206194107,0.0188982831182286,0.140734235912765,0.0430123573227133,0.431547973219968,0.000149563375733517,0
0.0379906320681446,0.029331426204328,0.02829349251929,0.0297733892755486,0.480508561171707,0.0117130895043332,0
0.057683092262739,0.0573557062809622,1.16652841660425e-39,0.0135445722104635,0.559319323535558,0.0209071170884849,0
0.00339540084747202,0.0093309160235968,2.90119820952375e-22,0.251607199073533,0.268049981317492,0.00126206897702672,1.09965946748121e-41
0.00237505125627185,0.0207556592072446,1.55837656619429e-18,0.239917470338317,0.432920644066784,0.0010979298810609,2.11212946185348e-27
0.00324531155668286,0.0131226073430255,0.000253328497542041,0.20264864352147,0.431366070882165,0.00164866711505776,1.02494027860156e-34
0.00282802068670651,0.0186318837200773,0.250427480380117,0.123915758803834,0.432932549246254,0.000240962279328527,7.7640775562746e-81
0.000697525943407866,0.0219190523301368,0.444438341395201,0.0514170849475855,0.408147655005352,0.000176183694520957,0
0.00288743382703108,0.0263988966063908,0.0968887723214035,0.0587589154186866,0.531650639717155,0.00104448073787895,0
0.00222645469986813,0.0279592718230005,2.61125535442579e-29,0.0413603353035179,0.571428571428567,0.000485666970940731,0
0.00553820407343093,0.0665606206056387,3.13935208701274e-110,0.0119000349670617,0.57142857142857,0.00208581427736543,0
0.000429319878599605,0.00623070228428327,2.6333463210041e-05,0.382390248647213,0.121284631485795,0.000466121030005369,5.00180330224334e-10
0.000745484490977806,0.023729717030901,0.000387024747452434,0.40271947851,0.310055940542205,0.000536809388612108,1.35454710871099e-22
0.000736677926244935,0.0153114573021179,5.6339581263786e-07,0.341926346018515,0.437240827278349,0.000355039043313099,2.44094690585501e-23
0.000539458636292931,0.0469029157543831,0.144776946568367,0.168784554911451,0.429877808403199,0.000129333643207746,1.52712279531366e-13
0.00345190927837146,0.0240322304410974,0.743036132744061,0.0795460947268858,0.44339727276437,0.000164070143959418,9.00609284258512e-16
0.00116998552899167,0.0295162939014537,0.298438505993133,0.0253892838825795,0.597396604087464,9.49251135457517e-05,1.6631592345021e-16
0.00046203858674874,0.021780066582045,4.80083348570532e-06,0.112307703365775,0.571429462786302,0.000152866177569524,2.22023469236635e-44
0.00172976644742563,0.0142070372332348,3.14505231294626e-73,0.0138863682367992,0.57142857142857,0.000973309520736231,0
0.000391179884001941,0.0433067997804616,0.00484535742723061,0.635215733693212,0.210310411002813,0.000128665574392678,1.52751019833642e-17
0.00758536055215444,0.0120400894683666,1.69480814061775e-05,0.491921453872511,0.428528247619912,0.00199929705785564,8.82211069833943e-06
0.00283857794673838,0.0499060163500943,0.0055403901557221,0.318179026496357,0.431231489350539,0.000972850989203494,0.176214860371374
0.00556973599689096,0.0242429410815118,0.384404895170367,0.0806977965293807,0.428177051491091,0.000779917571224923,0.331593097071002
