,Reviews,Size,Price,Last Updated,Minimum Android Version,install,Content
0,8.498855452917481e-05,0.030488448148538877,0.0,0.6438356164383561,0.2857142857142857,9.998000199960003e-05,0.0
1,0.060569062632211616,0.025499169643950527,0.0,0.0136986301369863,0.4489795918367347,0.019999980399999607,0.0
2,0.0973056762611835,0.0023209199282624745,0.0,0.0136986301369863,0.42857142857142855,0.019999980399999607,0.0
3,0.006410209903073663,0.026268593733516192,0.0,0.0273972602739726,0.5714285714285714,0.0019999800399996006,0.0
4,0.0029953283242599416,0.07163202869501002,0.0,0.0,0.5714285714285714,0.0019999800399996006,0.0
5,0.0063818112885114745,0.020993775714737838,0.0,0.0273972602739726,0.42857142857142855,0.0019999800399996006,0.0
6,0.015749208310885644,0.03787319337482857,0.0,0.0136986301369863,0.4489795918367347,0.019999980399999607,0.0
7,0.001649607114495544,0.0023209199282624745,0.0,0.12328767123287676,0.42857142857142855,0.0009999800199996004,0.0
8,0.010585635400344805,0.03892815697858424,0.0,0.1095890410958904,0.42857142857142855,0.0019999800399996006,0.0
9,0.05432572050083548,0.025499169643950527,0.0,0.0136986301369863,0.4489795918367347,0.019999980399999607,0.0
10,0.002409736454638188,0.036818229771072894,0.0,0.0136986301369863,0.5714285714285714,0.0019999800399996006,0.3333333333333333
11,0.0019240579588775623,0.03892815697858424,0.0,0.0,0.7142857142857142,0.0019999800399996006,0.3333333333333333
12,0.0050920581512419,0.033653338959805885,0.0,0.0136986301369863,0.42857142857142855,0.0019999800399996006,0.0
13,0.03382917590744456,0.07163202869501002,0.0,0.0,0.5714285714285714,0.009999980199999602,0.0
14,0.014777851319364394,0.022048739318493514,0.0,0.0136986301369863,0.42857142857142855,0.009999980199999602,0.3333333333333333
15,0.4231816439647036,0.025499169643950527,0.0,0.0,0.4489795918367347,0.09999998199999963,0.0
16,0.10786353491443829,0.025499169643950527,0.0,0.0,0.4489795918367347,0.019999980399999607,0.0
17,0.04164086780362006,0.025499169643950527,0.0,0.0,0.4489795918367347,0.019999980399999607,0.0
18,0.007564603220568723,0.025499169643950527,0.0,0.0,0.4489795918367347,0.0019999800399996006,0.0
19,0.09158947045704563,0.025499169643950527,0.0,0.0,0.4489795918367347,0.019999980399999607,0.0
20,0.005284629778455567,0.012554066884692476,0.0,0.0136986301369863,0.42857142857142855,0.0019999800399996006,0.0
21,0.18136205144958342,0.025499169643950527,0.0,0.0136986301369863,0.4489795918367347,0.019999980399999607,0.0
22,0.029986034929466755,0.009389176073425466,0.0,0.0136986301369863,0.42857142857142855,0.019999980399999607,0.0
23,0.052820386639882144,0.04314801139360692,0.0,0.5068493150684932,0.42857142857142855,0.0019999800399996006,0.0
24,0.0025121372983879747,0.01677392129971516,0.0,0.0136986301369863,0.42857142857142855,0.0009999800199996004,0.0
25,0.05382262971585424,0.08429159194007807,0.0,0.0136986301369863,0.5714285714285714,0.019999980399999607,0.0
26,0.028746860346599908,0.025499169643950527,0.0,0.0136986301369863,0.4489795918367347,0.019999980399999607,0.0
27,0.042020828829112684,0.004219854415022681,0.0,0.0136986301369863,0.42857142857142855,0.019999980399999607,0.0
28,0.028245842453192553,0.030488448148538877,0.0,0.0821917808219178,0.42857142857142855,0.019999980399999607,0.0
29,0.000248332410551101,0.0294334845447832,0.4993742177722153,0.0273972602739726,0.42857142857142855,1.998000039960001e-05,0.0
30,0.046668459026914216,0.036818229771072894,0.0,0.0273972602739726,0.42857142857142855,0.009999980199999602,0.0
31,0.000673275183196975,0.005485810739529485,0.0,0.3287671232876712,0.42857142857142855,0.00019998000399960007,0.0
32,0.06804722627414944,0.009178183352674334,0.0,0.0136986301369863,0.42857142857142855,0.019999980399999607,0.0
33,0.0038862571227145596,0.0018989344867602065,0.0,0.1917808219178082,0.42857142857142855,0.0019999800399996006,0.0
34,0.0011357372933301188,0.0008439708830045361,0.0,0.0821917808219178,0.42857142857142855,0.0019999800399996006,0.0
35,0.0008459470513013717,0.05369764743116362,0.0,0.0,0.42857142857142855,0.00019998000399960007,0.0
36,0.01566670722624513,0.025499169643950527,0.0,0.0,0.4489795918367347,0.0019999800399996006,0.0
37,0.0006933822314636335,0.05053275661989661,0.37421777221526914,0.0273972602739726,0.7142857142857142,9.998000199960003e-05,0.0
38,0.12916249583607906,0.01782888490347083,0.0,0.0136986301369863,0.4489795918367347,0.019999980399999607,0.0
39,0.01259613293785326,0.02837852094102753,0.0,0.0821917808219178,0.42857142857142855,0.0019999800399996006,0.0
40,0.004002546340009357,0.0032703871716425782,0.0,0.0410958904109589,0.42857142857142855,0.0019999800399996006,0.0
41,0.09263172034039366,0.007912227028167526,0.0,0.0547945205479452,0.42857142857142855,0.019999980399999607,0.3333333333333333
42,0.01229494179216816,0.04209304778985125,0.0,0.0547945205479452,0.42857142857142855,0.0019999800399996006,0.0
43,0.08425744567106651,0.025499169643950527,0.0,0.0273972602739726,0.4489795918367347,0.019999980399999607,0.0
44,0.020892674173159827,0.025499169643950527,0.0,0.0273972602739726,0.4489795918367347,0.019999980399999607,0.0
45,0.07740384426033942,0.05369764743116362,0.0,0.0136986301369863,0.5714285714285714,0.019999980399999607,0.0
46,0.023787467256086475,0.004430847135773815,0.0,0.0410958904109589,0.42857142857142855,0.019999980399999607,0.0
47,0.0004595600619297086,0.025499169643950527,0.37421777221526914,0.547945205479452,0.4489795918367347,0.00019998000399960007,0.0
48,0.0021597457308279813,0.025499169643950527,0.0,0.0,0.4489795918367347,0.0009999800199996004,0.0
49,0.00012914114505286806,0.05158772022365228,0.0,0.0136986301369863,0.42857142857142855,0.00019998000399960007,0.0
50,0.003169451216466056,0.025499169643950527,0.0,0.0273972602739726,0.4489795918367347,0.0019999800399996006,0.0
51,0.04180130961143855,0.07374195590252136,0.0,0.0,0.5714285714285714,0.019999980399999607,0.0
52,0.001931934946858315,0.025499169643950527,0.0,0.0,0.4489795918367347,0.0019999800399996006,0.0
53,0.004492785197232524,0.025499169643950527,0.0,0.0136986301369863,0.4489795918367347,0.0019999800399996006,0.3333333333333333
54,0.0034868109164274378,0.0758518831100327,0.0,0.1095890410958904,0.42857142857142855,0.0009999800199996004,0.0
55,0.06240854661487478,0.025499169643950527,0.0,0.06849315068493156,0.4489795918367347,0.019999980399999607,0.0
56,0.016460831988199445,0.035763266167317224,0.0,0.0,0.42857142857142855,0.0019999800399996006,0.0
57,0.0005167718693688605,0.0034813798923937125,0.0,0.0136986301369863,0.42857142857142855,0.0009999800199996004,0.6666666666666666
58,0.0030355424207932583,0.0092836797130499,0.0,0.28767123287671237,0.42857142857142855,0.0009999800199996004,0.0
59,0.004281764835011304,0.08745648275134507,0.37421777221526914,0.0273972602739726,0.5714285714285714,0.00019998000399960007,0.0
